wall_time_s,mid
1775872183.07685,1176.0
1775872184.077656,1176.0
1775872185.078134,1171.0
1775872186.078721,1175.0
1775872187.0791612,1166.0
1775872188.079378,1161.5
1775872189.079606,1159.0
1775872190.079883,1156.5
1775872191.080103,1157.5
1775872192.0814168,1158.0
1775872193.081741,1157.5
1775872194.082668,1158.0
1775872195.082977,1158.5
1775872196.083104,1157.5
1775872197.085612,1163.0
1775872198.0857768,1175.0
1775872199.0859962,1177.0
1775872200.086306,1175.5
1775872201.0865521,1167.5
1775872202.087926,1168.0
1775872203.088171,1158.5
1775872204.0894232,1159.0
1775872205.08968,1159.0
1775872206.089914,1160.0
1775872207.0900311,1157.5
1775872208.090212,1156.0
1775872209.0903082,1157.5
1775872210.0905511,1158.0
1775872211.090915,1157.5
1775872212.09109,1152.0
1775872213.091316,1149.0
1775872214.0915442,1147.0
1775872215.0916932,1152.5
1775872216.091854,1155.0
1775872217.092027,1153.0
1775872218.092203,1147.0
1775872219.092297,1151.0
1775872220.092523,
1775872221.092721,1310.0
1775872222.092851,1341.0
1775872223.09302,1353.0
1775872224.093163,1356.5
1775872225.093313,1360.0
1775872226.093598,1363.0
1775872227.109971,1371.5
1775872228.1106298,1366.0
1775872229.111706,1364.0
1775872230.112864,1361.0
1775872231.114013,1359.0
1775872232.114584,1354.0
1775872233.115507,1352.0
1775872234.1166139,1352.0
1775872235.117814,1355.0
1775872236.119075,1359.0
1775872237.12026,1359.5
1775872238.12147,1361.0
1775872239.122619,1360.5
1775872240.1238122,1371.0
1775872241.12499,1387.0
1775872242.1251981,1380.0
1775872243.126339,1354.0
1775872244.127557,1307.5
1775872245.128774,
1775872246.129993,
1775872247.131253,
1775872248.131871,1070.5
1775872249.133139,1039.0
1775872250.1344378,1052.5
1775872251.135835,
1775872252.137084,1131.0
1775872253.1373708,1134.0
1775872254.1385999,1130.0
1775872255.139868,1133.0
1775872256.141353,1129.0
1775872257.141998,1133.0
1775872258.143276,1129.0
1775872259.144602,1133.0
1775872260.145728,1132.5
1775872261.146982,1136.5
1775872262.148201,
1775872263.1495528,1254.5
1775872264.15093,1256.0
1775872265.152351,1265.0
1775872266.1537201,1276.0
1775872267.155072,1270.5
1775872268.156519,1281.0
1775872269.1579058,1280.0
1775872270.159298,1285.0
1775872271.160643,1281.0
1775872272.162121,1273.0
1775872273.1635258,1277.0
1775872274.1649668,1273.5
1775872275.1664371,1277.0
1775872276.169049,1277.0
1775872277.1701581,1282.0
1775872278.1714518,1288.0
1775872279.1729028,1282.0
1775872280.174207,1286.5
1775872281.175665,1280.0
1775872282.177145,1282.0
1775872283.178056,1281.0
1775872284.179456,1282.0
1775872285.1808698,1277.0
1775872286.182258,1280.5
1775872287.183593,1286.0
1775872288.184895,1291.0
1775872289.186531,1297.0
1775872290.187982,1298.0
1775872291.1893928,1297.5
1775872292.1908832,1303.0
1775872293.192329,1299.0
1775872294.1938019,1293.0
1775872295.1952739,1272.0
1775872296.196788,1249.5
1775872297.197702,1221.5
1775872298.199059,1191.5
1775872299.1996531,1169.5
1775872300.201003,1148.0
1775872301.202409,1142.0
1775872302.203855,1155.5
1775872303.2052941,1183.5
1775872304.2067242,1189.0
1775872305.208016,1190.0
1775872306.209236,1188.0
1775872307.21047,1184.0
1775872308.2117639,1185.5
1775872309.213078,1180.0
1775872310.213593,1178.0
1775872311.214169,1178.0
1775872312.215613,1185.0
1775872313.216917,1190.0
1775872314.2181509,1193.0
1775872315.219456,1190.0
1775872316.220717,1190.0
1775872317.22205,1191.0
1775872318.2233129,1187.0
1775872319.224682,1185.0
1775872320.225944,1186.0
1775872321.22735,1187.0
1775872322.228698,1190.0
1775872323.2300942,1185.0
1775872324.2313678,1177.0
1775872325.232386,1179.0
1775872326.233772,1178.0
1775872327.235117,1179.0
1775872328.2364218,1183.0
1775872329.2377331,1183.5
1775872330.2390552,1183.0
1775872331.240542,1183.0
1775872332.2412958,1181.5
1775872333.2416918,1180.0
1775872334.242146,1182.0
1775872335.2431092,1182.0
1775872336.244429,1179.0
1775872337.245731,1182.0
1775872338.247042,1181.0
1775872339.248366,1179.0
1775872340.249751,1179.0
1775872341.251031,1184.0
1775872342.252297,1193.0
1775872343.253231,1192.0
1775872344.254217,1186.5
1775872345.2547112,1186.0
1775872346.255426,1185.0
1775872347.2568388,1182.0
1775872348.2578099,1182.0
1775872349.25878,1184.0
1775872350.260143,1187.5
1775872351.261485,1190.0
1775872352.262802,1196.0
1775872353.264152,1198.0
1775872354.2651799,1187.5
1775872355.266521,1193.0
1775872356.267814,1188.0
1775872357.2694662,1181.5
1775872358.26992,1176.5
1775872359.2701561,1180.0
1775872360.2702851,1181.0
1775872361.270472,1180.5
1775872362.270656,1175.5
1775872363.270769,1179.0
1775872364.270905,1178.5
1775872365.271013,1167.0
1775872366.272326,1147.5
1775872367.272595,1121.0
1775872368.272809,1105.5
1775872369.273139,1097.0
1775872370.2733922,1092.5
1775872371.273608,1085.5
1775872372.273872,1086.0
1775872373.274102,1093.5
1775872374.2742772,1091.0
1775872375.274555,1085.0
1775872376.274792,1081.0
1775872377.274967,1082.5
1775872378.276321,1081.0
1775872379.276578,1081.5
1775872380.276754,1081.5
1775872381.276913,1083.5
1775872382.2771049,1085.5
1775872383.2772632,1075.5
1775872384.2776058,1079.0
1775872385.277786,1085.0
1775872386.2779021,1082.0
1775872387.278024,1079.0
1775872388.2782788,1076.0
1775872389.278431,1078.5
1775872390.278548,1075.0
1775872391.2787771,1078.0
1775872392.278951,1079.5
1775872393.279144,1090.5
1775872394.279318,1112.5
1775872395.279474,1135.5
1775872396.279638,1174.0
1775872397.2797818,1212.0
1775872398.279951,1237.0
1775872399.2801971,1262.5
1775872400.2803578,1272.0
1775872401.28065,1282.0
1775872402.280942,1284.5
1775872403.2812648,1292.0
1775872404.2814562,1290.5
1775872405.281715,1292.0
1775872406.281875,1289.0
1775872407.282028,1289.0
1775872408.28216,1298.0
1775872409.2823439,1296.0
1775872410.28256,1291.0
1775872411.282719,1283.0
1775872412.282869,1277.5
1775872413.2830238,1277.0
1775872414.283191,1277.0
1775872415.283347,1280.5
1775872416.283554,1290.5
1775872417.2836952,1292.5
1775872418.283869,1290.0
1775872419.284035,1290.0
1775872420.2841558,1293.5
1775872421.284405,1289.5
1775872422.284693,1284.0
1775872423.284835,1285.0
1775872424.2849762,1283.0
1775872425.285166,1284.0
1775872426.285407,1286.0
1775872427.285579,1290.5
1775872428.285812,1289.0
1775872429.2867699,1277.0
1775872430.2871082,1283.0
1775872431.2873542,1281.5
1775872432.2875478,1280.0
1775872433.287873,1282.0
1775872434.288109,1283.0
1775872435.2884312,1281.0
1775872436.288571,1280.0
1775872437.292777,1281.0
1775872438.2941241,1277.0
1775872439.2949178,1278.0
1775872440.2954938,1272.0
1775872441.295636,1262.0
1775872442.2960901,1238.0
1775872443.296256,1166.5
1775872444.296507,1175.5
1775872445.296996,1174.0
1775872446.298235,1173.0
1775872447.298944,1171.0
1775872448.3002582,1177.0
1775872449.301603,1185.0
1775872450.302072,1183.0
1775872451.302593,1176.0
1775872452.302874,1176.5
1775872453.304141,1176.0
1775872454.3054779,1172.0
1775872455.306497,1176.0
1775872456.3074281,1174.0
1775872457.308813,1179.5
1775872458.310294,1185.0
1775872459.3116539,1182.0
1775872460.313029,1179.0
1775872461.3144372,1176.0
1775872462.315835,1175.5
1775872463.3173828,1175.0
1775872464.31893,1180.0
1775872465.320273,1175.5
1775872466.3216698,1166.0
1775872467.3228521,1163.0
1775872468.323264,1171.0
1775872469.324654,1173.0
1775872470.3262122,1171.0
1775872471.327668,1172.0
1775872472.329063,1180.0
1775872473.3304052,1172.0
1775872474.331892,1173.0
1775872475.3334022,1178.0
1775872476.3347871,1183.0
1775872477.335986,1187.0
1775872478.337444,1183.0
1775872479.338779,1176.0
1775872480.340203,1173.0
1775872481.34153,1168.0
1775872482.342906,1170.0
1775872483.3443651,1172.0
1775872484.345758,1174.0
1775872485.3470469,1183.0
1775872486.3482969,1180.0
1775872487.3497448,1176.0
1775872488.3503082,1178.0
1775872489.351834,1181.0
1775872490.3532631,1192.0
1775872491.354626,1197.0
1775872492.3558779,1209.0
1775872493.357125,1214.0
1775872494.3584871,1221.0
1775872495.3596191,1220.0
1775872496.360827,1212.0
1775872497.362229,1219.0
1775872498.362776,1214.0
1775872499.364351,1211.0
1775872500.365908,1214.0
1775872501.367224,1220.0
1775872502.368375,1221.0
1775872503.3697999,1222.0
1775872504.370427,1217.5
1775872505.371031,1212.5
1775872506.3723562,1218.0
1775872507.373703,1226.0
1775872508.375055,1222.0
1775872509.376513,1229.0
1775872510.378088,1235.0
1775872511.379503,1250.0
1775872512.380925,1261.0
1775872513.382483,1257.0
1775872514.3840058,1252.0
1775872515.3854861,1242.0
1775872516.386985,1247.0
1775872517.388617,1243.0
1775872518.390136,1246.0
1775872519.3915699,1250.0
1775872520.3931189,1246.0
1775872521.394754,1246.0
1775872522.396359,1250.0
1775872523.398012,1248.0
1775872524.3995159,1261.0
1775872525.4009018,1258.0
1775872526.4023979,1262.5
1775872527.403735,1264.0
1775872528.4050932,1267.0
1775872529.406611,1269.0
1775872530.4080598,1269.0
1775872531.409481,1271.0
1775872532.410998,1268.0
1775872533.412519,1273.0
1775872534.414082,1280.0
1775872535.415636,1278.0
1775872536.417263,1283.0
1775872537.418748,1282.0
1775872538.42024,1279.0
1775872539.421652,1278.5
1775872540.423124,1282.0
1775872541.4245918,1279.0
1775872542.4261749,1273.0
1775872543.4276679,1272.0
1775872544.429257,1271.0
1775872545.43069,1277.0
1775872546.432278,1278.0
1775872547.433931,1278.0
1775872548.435442,1269.5
1775872549.436963,1273.0
1775872550.437529,1272.0
1775872551.4389818,1265.0
1775872552.4405031,1266.0
1775872553.4420109,1268.0
1775872554.443527,1271.0
1775872555.445028,1267.0
1775872556.4466932,1270.5
1775872557.4481,1271.0
1775872558.449516,1274.0
1775872559.450512,1279.0
1775872560.452069,1275.0
1775872561.453666,1282.0
1775872562.454085,
1775872563.4553978,1202.0
1775872564.4569879,1193.0
1775872565.458451,1198.0
1775872566.460047,1188.0
1775872567.46161,1183.0
1775872568.463118,1184.0
1775872569.4647198,1187.0
1775872570.4662411,1182.0
1775872571.467723,1182.5
1775872572.4692328,1175.0
1775872573.469826,1175.0
1775872574.470083,1171.0
1775872575.4705422,1176.0
1775872576.4708428,1179.5
1775872577.471213,1175.0
1775872578.4714859,1170.0
1775872579.4721541,1172.0
1775872580.4727502,1176.5
1775872581.473067,1173.5
1775872582.4734468,1178.5
1775872583.473788,1180.0
1775872584.474135,1166.5
1775872585.474535,1166.0
1775872586.474903,1166.0
1775872587.475253,1175.5
1775872588.475434,1175.0
1775872589.4765272,1172.0
1775872590.47697,1169.0
1775872591.4774468,1176.0
1775872592.477749,1177.0
1775872593.478036,1186.5
1775872594.478389,1187.0
1775872595.4786959,1183.0
1775872596.4789062,1189.5
1775872597.4790552,1198.0
1775872598.479485,1197.5
1775872599.479829,1202.5
1775872600.480174,1196.0
1775872601.480445,1197.0
1775872602.4817762,1206.5
1775872603.482144,1237.0
1775872604.482294,
1775872605.482542,1374.0
1775872606.482707,1376.0
1775872607.4829068,1375.5
1775872608.4831161,1382.0
1775872609.48334,1383.0
1775872610.483588,1382.0
1775872611.483915,1383.0
1775872612.484113,1382.0
1775872613.4843001,1376.0
1775872614.484558,1377.0
1775872615.4847429,1372.5
1775872616.484973,1382.0
1775872617.485184,1378.0
1775872618.485348,1374.0
1775872619.485513,1375.0
1775872620.485641,1377.5
1775872621.485784,1368.0
1775872622.485986,1356.5
1775872623.4861782,1332.0
1775872624.487665,1300.0
1775872625.4881542,1301.0
1775872626.489289,1306.0
1775872627.489415,1311.5
1775872628.4895759,1306.5
1775872629.4897878,1308.0
1775872630.48998,1307.0
1775872631.49017,1306.0
1775872632.490328,1298.5
1775872633.490499,1302.0
1775872634.4906828,1304.0
1775872635.490869,1303.0
1775872636.491063,1299.5
1775872637.491273,1297.5
1775872638.491467,1299.0
1775872639.4916449,1305.0
1775872640.4918458,1308.0
1775872641.492054,1309.0
1775872642.49219,1305.5
1775872643.4923809,1302.0
1775872644.492717,1300.0
1775872645.4929879,1307.0
1775872646.493461,1305.0
1775872647.498373,1306.0
1775872648.498532,1310.0
1775872649.498794,1312.0
1775872650.499327,1309.0
1775872651.4995048,1312.0
1775872652.499813,1309.5
1775872653.500984,1308.0
1775872654.5018291,1305.0
1775872655.502647,1306.0
1775872656.5035362,1299.5
1775872657.503753,1299.0
1775872658.504961,1295.0
1775872659.506229,1298.5
1775872660.507457,1301.0
1775872661.507702,1308.0
1775872662.50888,1307.0
1775872663.5101051,1301.0
1775872664.511383,1300.0
1775872665.512522,1306.0
1775872666.5137,1305.0
1775872667.514946,1306.0
1775872668.5161972,1316.5
1775872669.5175629,1322.0
1775872670.5190122,1322.0
1775872671.520221,1317.0
1775872672.52161,1310.0
1775872673.522912,1298.0
1775872674.524087,1299.0
1775872675.5254521,1302.0
1775872676.526643,1307.0
1775872677.52738,1314.0
1775872678.5285518,1308.0
1775872679.5298188,1305.0
1775872680.5311208,1310.0
1775872681.532471,1306.0
1775872682.533708,1307.0
1775872683.534982,1310.0
1775872684.536188,1306.0
1775872685.537445,1303.0
1775872686.538728,1302.0
1775872687.540034,1307.0
1775872688.541342,1314.0
1775872689.5426931,1312.0
1775872690.544029,1310.0
1775872691.545342,1328.0
1775872692.546571,1331.0
1775872693.547093,1304.0
1775872694.548502,1311.0
1775872695.5500119,
1775872696.5513978,1186.0
1775872697.55295,
1775872698.5543091,1036.0
1775872699.555746,1047.0
1775872700.556843,990.5
1775872701.558293,1009.5
1775872702.559277,1079.5
1775872703.560871,1072.0
1775872704.562473,1069.0
1775872705.563911,1075.0
1775872706.5654778,1074.0
1775872707.566874,1075.0
1775872708.568235,1078.0
1775872709.569686,1073.0
1775872710.571242,1068.0
1775872711.572854,1066.0
1775872712.574463,1066.0
1775872713.576116,1062.0
1775872714.577738,1071.0
1775872715.579408,1076.0
1775872716.5810702,1072.0
1775872717.582658,1073.0
1775872718.584069,1078.0
1775872719.585579,1077.0
1775872720.5866292,1074.0
1775872721.5882409,1076.0
1775872722.5898712,1079.0
1775872723.5914629,1077.0
1775872724.593204,1079.0
1775872725.594738,1075.0
1775872726.596396,1078.0
1775872727.598018,1074.0
1775872728.5995038,1081.0
1775872729.600961,1096.5
1775872730.602422,1128.0
1775872731.604021,620.0
1775872732.605401,1358.0
1775872733.606886,1353.5
1775872734.608243,1356.0
1775872735.6088371,1358.5
1775872736.610239,1355.0
1775872737.611746,1356.0
1775872738.6131241,1362.0
1775872739.614594,1362.0
1775872740.6160052,1369.0
1775872741.617488,1371.0
1775872742.6190348,1362.0
1775872743.6205199,1359.0
1775872744.621918,1349.0
1775872745.623282,1350.0
1775872746.624701,1351.0
1775872747.626142,1357.5
1775872748.627442,1354.0
1775872749.628691,1357.0
1775872750.6302102,1363.0
1775872751.6318562,1358.0
1775872752.633449,
1775872753.6349928,1232.0
1775872754.6363258,1221.0
1775872755.63768,1213.0
1775872756.638997,1211.0
1775872757.64045,1210.0
1775872758.6412108,1212.0
1775872759.642266,1216.0
1775872760.643649,1216.0
1775872761.6447942,1215.0
1775872762.6463208,1215.0
1775872763.64781,1208.0
1775872764.649251,1212.0
1775872765.65066,1212.5
1775872766.652129,1206.0
1775872767.653125,1202.0
1775872768.6544378,1201.0
1775872769.65605,1194.0
1775872770.657682,1200.0
1775872771.659196,1203.0
1775872772.660853,1194.0
1775872773.662315,1196.5
1775872774.663742,1200.0
1775872775.665185,1203.0
1775872776.66668,1218.0
1775872777.667779,1208.0
1775872778.669203,1224.0
1775872779.669587,1224.0
1775872780.669935,1227.5
1775872781.6702578,1234.0
1775872782.670749,1221.0
1775872783.671293,1227.0
1775872784.671921,1231.5
1775872785.6732512,1228.0
1775872786.673679,1229.5
1775872787.674291,1230.0
1775872788.674408,1229.0
1775872789.675782,1225.0
1775872790.676288,1222.5
1775872791.677783,1224.0
1775872792.678269,1230.5
1775872793.678533,1232.0
1775872794.678821,1227.0
1775872795.679269,1232.0
1775872796.679744,1226.5
1775872797.680084,1239.5
1775872798.680398,1260.5
1775872799.680995,1266.5
1775872800.6813571,1272.0
1775872801.682705,1275.0
1775872802.6832068,1276.0
1775872803.684603,1272.0
1775872804.685175,1272.0
1775872805.6854699,1276.0
1775872806.685929,1279.5
1775872807.68612,1278.0
1775872808.686333,1281.0
1775872809.686603,1278.0
1775872810.686781,1276.5
1775872811.6869419,1278.0
1775872812.687149,1274.0
1775872813.6876779,1275.0
1775872814.6880288,1274.0
1775872815.688242,1272.0
1775872816.688462,1278.0
1775872817.6885881,1277.0
1775872818.6887512,1267.0
1775872819.688961,1273.0
1775872820.689124,1273.0
1775872821.689265,1270.5
1775872822.689423,1272.0
1775872823.6897228,1274.0
1775872824.69026,1277.5
1775872825.691099,1278.0
1775872826.691891,1276.0
1775872827.693302,1278.0
1775872828.6958249,1281.0
1775872829.69628,1281.0
1775872830.696877,1282.0
1775872831.6982589,1276.0
1775872832.698947,1269.0
1775872833.699903,1249.5
1775872834.7010822,1232.5
1775872835.7014139,1216.0
1775872836.702553,1205.0
1775872837.703756,1199.0
1775872838.7049768,1190.0
1775872839.706217,1181.0
1775872840.707538,1179.0
1775872841.7089121,1168.0
1775872842.710239,1157.0
1775872843.711544,1161.0
1775872844.712884,1162.0
1775872845.714124,1163.0
1775872846.7148821,1158.0
1775872847.7161868,1156.0
1775872848.7174249,1161.0
1775872849.718657,1165.5
1775872850.719876,1165.0
1775872851.721215,1163.0
1775872852.722462,1158.0
1775872853.723853,1160.0
1775872854.725161,1152.0
1775872855.72637,1155.0
1775872856.726719,1159.0
1775872857.727969,1155.0
1775872858.7291489,1160.0
1775872859.730628,1158.0
1775872860.7321322,1157.0
1775872861.733488,1153.0
1775872862.7350552,1151.0
1775872863.736465,1156.0
1775872864.73783,1159.0
1775872865.7391841,1157.0
1775872866.7405381,1150.0
1775872867.741951,1145.0
1775872868.7435489,1145.0
1775872869.745054,1149.0
1775872870.74647,1146.0
1775872871.7478359,1143.0
1775872872.749294,1148.0
1775872873.750963,1148.0
1775872874.752568,1152.0
1775872875.7539709,1153.0
1775872876.755386,1162.0
1775872877.7567139,1161.0
1775872878.7581198,1158.0
1775872879.759566,1160.0
1775872880.760969,1160.0
1775872881.762345,1164.0
1775872882.763861,1167.0
1775872883.7654688,1169.0
1775872884.766954,1171.0
1775872885.768608,1166.0
1775872886.770167,1165.0
1775872887.7714958,1160.0
1775872888.772892,1169.0
1775872889.774682,1169.0
1775872890.776248,1169.0
1775872891.777745,1167.5
1775872892.779191,1163.0
1775872893.780714,1168.0
1775872894.782083,1167.0
1775872895.7834508,1163.0
1775872896.784808,1169.0
1775872897.78621,1164.0
1775872898.787688,1158.0
1775872899.7890549,1157.0
1775872900.790381,1157.0
1775872901.791826,1151.0
1775872902.792382,1147.0
1775872903.793837,1132.0
1775872904.794774,1127.0
1775872905.796109,1127.5
1775872906.797534,1130.5
1775872907.799063,1121.0
1775872908.8005838,1119.0
1775872909.8020768,1122.0
1775872910.803711,1119.5
1775872911.805218,1120.0
1775872912.806717,1124.0
1775872913.808309,1130.0
1775872914.8098009,1135.0
1775872915.811478,1134.0
1775872916.812994,1135.0
